year,state,index,final co2 (kg),generation (mwh)
2013,GA,477.3084472,57732239122,120953734.4
2013,HI,661.3141635,6789747090,10267052.28
2013,IA,611.0337807,34627746858,56670756.92
2013,ID,91.25062972,1385743771,15186128.31
2013,IL,454.1277471,92190166753,203004919.5
2013,IN,925.9243049,1.02E+11,110403477.2
2013,KS,681.8114504,33049161021,48472581.39
2013,KY,932.6870499,83700288362,89741021.25
2013,LA,495.1562181,50510973469,102010177
2013,MA,430.2836547,14150697990,32886905.73
2013,MD,497.6384106,17840741273,35850812.34
2013,ME,162.0970781,2274228111,14030037.66
2013,MI,612.4349541,64561545911,105417800.7
2013,MN,547.4946806,28084827871,51296987.65
2013,MO,792.0492548,72572774702,91626592.99
2013,MS,428.1651406,22611514085,52810263.94
2013,MT,615.0731453,17029730903,27687326.35
2013,NC,426.4255452,53702452567,125936293.4
2013,ND,848.5973726,29719299513,35021672.79
2013,NE,730.2022394,27093882356,37104627.86
2013,NH,174.0722515,3442891589,19778520.47
2013,NJ,227.4421757,14727095068,64750941.75
2013,NM,801.4374145,28748333575,35870965.16
2013,NV,430.3393242,15726015221,36543291.16
2013,NY,239.408544,32587532100,136116830
2013,OH,716.6595036,98386018541,137284188.7
2013,OK,612.0444583,45091567761,73673680.32
2013,OR,163.4629123,9790695272,59895514.73
2013,PA,466.2284338,1.06E+11,226769946.4
2013,RI,410.3120918,2550589665,6216218.62
2013,SC,295.7693509,28171999324,95249894.02
2013,SD,322.9507431,3264672413,10108886.52
2013,TN,443.6976849,35341239150,79651619.45
2013,TX,550.1358329,2.38E+11,433380165.8
2013,UT,841.8427199,35792417184,42516750.86
2013,VA,391.5591576,30109554246,76896565.08
2013,VT,2.181742662,15021102.07,6884910.09
2013,WA,105.4574897,12040389150,114172916.3
2013,WI,691.4625111,45610797685,65962791.84
2013,WV,882.7646264,66969231728,75863066.69
2013,WY,931.1255153,48868321391,52483065.48
2014,AK,482.7853685,2917389739,6042829.65
2014,AL,467.898109,69877320458,149343028.1
2014,AR,582.1969552,35861580131,61596990.18
2014,AZ,493.2611594,56213062308,113962069.1
2014,CA,239.695018,49155962882,205077115.5
2014,CO,712.5057044,38618296119,54200683.42
2014,CT,243.4204006,8228377547,33803155.06
2014,DE,454.2731168,3531990341,7775037.11
2014,FL,494.1880778,1.14E+11,230259387.3
2014,GA,497.6799374,62667528612,125919338.7
2014,HI,624.6647347,6718441436,10755275.69
2014,IA,613.1551646,34874842996,56877679.6
2014,ID,68.40131157,1038929885,15188742.16
2014,IL,449.2113161,90814757446,202164892.6
2014,IN,918.2289503,1.06E+11,115404689.1
2014,KS,638.6612246,31761488941,49731356.34
2014,KY,930.0361078,84548709292,90909061.04
2014,LA,476.7948878,49745418131,104332952
2014,MA,390.4958557,12396462683,31745439.81
2014,MD,524.2876237,19968246068,38086434.17
2014,ME,158.7370928,2105177590,13262039.47
2014,MI,583.2708529,62323477275,106851691.6
2014,MN,543.0371222,30962436592,57017163.88
2014,MO,789.7527731,69456787497,87947506.94
2014,MS,440.5247906,24285838301,55129333.97
2014,MT,590.5726216,17876053969,30269019.11
2014,NC,433.6487666,55601322566,128217412
2014,ND,821.1264836,29940599469,36462834.98
2014,NE,641.6285857,25300917448,39432341.41
2014,NH,171.4950842,3353192065,19552700.77
2014,NJ,243.4424785,16887871690,69371096.6
2014,NM,759.751534,24635623627,32425895.21
2014,NV,444.2224332,16089864831,36220288.82
2014,NY,238.7465607,32821053473,137472361.4
2014,OH,717.3140891,96521151507,134559118.5
2014,OK,614.4509094,43108486613,70157739.13
2014,OR,143.7421151,8653221491,60199625.46
2014,PA,446.0075216,98705968842,221310099.2
2014,RI,404.9695027,2546211127,6287414.51
2014,SC,332.4659285,32303203581,97162448.28
2014,SD,280.5295053,3084605525,10995654.53
2014,TN,475.0464858,37797802515,79566534.32
2014,TX,539.5995841,2.36E+11,437793351
2014,UT,804.17656,35240479594,43821818.92
2014,VA,388.0382018,29940745805,77159273.66
2014,VT,1.995217905,14094981.67,7064382.11
2014,WA,100.6227202,11709482582,116370165.3
2014,WI,682.7057133,41705259470,61088194.6
2014,WV,885.2656654,71758398613,81058603.56
2014,WY,906.7331053,45063327771,49698557.94
2015,AK,479.0141641,3010573982,6284937.29
2015,AL,439.4340477,67005184256,152480638.7
2015,AR,488.0850257,27120366312,55564839.9
2015,AZ,470.1212096,54172522405,115230968.7
2015,CA,232.9421677,47755695448,205010951.5
2015,CO,724.1045852,38220685343,52783377.05
2015,CT,237.2915147,8938627264,37669392.76
2015,DE,397.8954842,3139133309,7889341.38
2015,FL,474.3404269,1.13E+11,237674769.7
2015,GA,458.227153,59027858486,128817897.6
2015,HI,607.3420685,6530114408,10751954.7
2015,IA,544.9177053,30896807351,56699951.3
2015,ID,99.7269567,1563051776,15673312.69
2015,IL,412.8492214,80084015389,193978845.6
2015,IN,874.7153286,90997787053,104031316.3
2015,KS,610.5762096,27800556792,45531673.78
2015,KY,911.0908567,76113966321,83541576.3
2015,LA,454.6083864,49082131397,107965741.2
2015,MA,392.5219111,12932870290,32948148.69
2015,MD,471.8046069,17317184445,36704144.45
2015,ME,156.0448734,1835130800,11760276.13
2015,MI,568.6454341,64282909385,113045679.3
2015,MN,504.4792869,28758021229,57005355.77
2015,MO,759.4514263,63630827617,83785250
2015,MS,395.6900684,25624709048,64759545.65
2015,MT,622.1097282,18234419497,29310616.23
2015,NC,417.3761046,53622335716,128474857.9
2015,ND,826.7039429,30717748096,37156890.76
2015,NE,607.4269954,24223754411,39879285.24
2015,NH,178.8836399,3584761926,20039629.83
2015,NJ,237.8927693,18090177216,76043409.27
2015,NM,749.9390513,24630864435,32843821.63
2015,NV,369.6953594,14544631340,39342206.95
2015,NY,228.7725407,31848852266,139216237.1
2015,OH,667.8510785,81470126908,121988463.5
2015,OK,537.7885149,40946522518,76138707.66
2015,OR,161.6916979,9371358427,57958191.73
2015,PA,412.7632594,88675434612,214833642.7
2015,RI,415.4014557,2885277415,6945756.63
2015,SC,304.2787392,29374886077,96539397.25
2015,SD,203.620635,1961592146,9633562.66
2015,TN,446.7709896,33630382202,75274319.48
2015,TX,498.7066481,2.24E+11,450049818.9
2015,UT,788.2582015,33119634687,42016225.93
2015,VA,369.9876065,31242228163,84441282.94
2015,VT,2.324066834,4732676.781,2036377.23
2015,WA,101.1529791,11060362758,109342926.5
2015,WI,661.4383615,43911300457,66387592.58
2015,WV,889.047234,64273464556,72294769.16
2015,WY,932.7303198,45674804732,48968928.92
2016,AK,434.4678404,2752888812,6336231.49
2016,AL,414.4824685,59019289758,142392728.9
2016,AR,505.7891547,30576026072,60452118.81
2016,AZ,435.7888423,48377154869,111010540.4
2016,CA,187.0190637,38827763700,207613934.8
2016,CO,659.8838428,36214090039,54879491.95
2016,CT,225.9219859,8317659853,36816513.54
2016,DE,395.6263247,3480992394,8798687.49
2016,FL,462.0227558,1.10E+11,238542339.2
2016,GA,452.6084038,60381231871,133407226.6
2016,HI,657.6899498,7043060532,10708785.4
2016,IA,456.2415868,24843239709,54451940.44
2016,ID,85.31966552,1337031012,15670842.17
2016,IL,368.2520205,68983208159,187326081.9
2016,IN,832.6543511,84744364543,101776162.5
2016,KS,542.098618,25808466509,47608434.43
2016,KY,888.8831838,71371862722,80293860.91
2016,LA,405.3057095,43553895333,107459367.9
2016,MA,358.0232318,11889422401,33208522.09
2016,MD,454.5297489,17129372713,37685922.11
2016,ME,148.1930079,1710704710,11543761.3
2016,MI,505.9447413,56754041465,112174387.5
2016,MN,465.7253546,27717951837,59515659.95
2016,MO,763.2836061,60130430069,78778621.19
2016,MS,421.0016294,26475806431,62887657.87
2016,MT,583.7942208,16226254061,27794475.32
2016,NC,401.8519407,52621145463,130946600.3
2016,ND,764.1820537,28929442313,37856741.3
2016,NE,594.9966676,21733774261,36527556.28
2016,NH,125.6231857,2428798547,19333999.01
2016,NJ,249.0326946,19672733053,78996587.53
2016,NM,710.2769793,23488073458,33068893.04
2016,NV,343.4135684,13875068374,40403378.46
2016,NY,217.4379166,29417292352,135290536.3
2016,OH,661.4157646,78728314578,119029994.1
2016,OK,472.5042286,37166693110,78658964.01
2016,OR,138.3961758,8349902194,60333330.33
2016,PA,384.6056535,82825990527,215353024
2016,RI,392.9678724,2591419502,6594481.85
2016,SC,281.3929631,27301229312,97021720.12
2016,SD,218.132549,2513956560,11524903.42
2016,TN,454.4513469,36095428777,79426387.5
2016,TX,470.6470161,2.14E+11,454438991.7
2016,UT,721.9674907,27639472212,38283541.25
2016,VA,360.8012274,33408752903,92596006.79
2016,VT,3.152369189,6263381.879,1986880.82
2016,WA,82.62300037,9433556516,114175913.2
2016,WI,626.4859809,40722362460,65001234.99
2016,WV,895.9899573,68049208642,75948628.76
2016,WY,915.8770665,42734861829,46660041.39
2017,AK,457.3018506,2472444134,5406591.14
2017,AL,395.537353,55040142439,139152831
2017,AR,523.8388625,32536361178,62111392.47
2017,AZ,431.0988752,46652364274,108217318.5
2017,CA,161.7505948,35440177718,219103847.8
2017,CO,650.4877151,35676177788,54845275.26
2017,CT,213.1418327,7335510872,34416101.15
2017,DE,413.6646455,3188489390,7707908.87
2017,FL,446.7447797,1.06E+11,238118710.5
2017,GA,423.9172554,54667741293,128958518.7
2017,HI,642.1134624,6925274386,10785125.67
2017,IA,461.7060838,26073459553,56471986.11
2017,ID,71.72751457,1141205441,15910288.37
2017,IL,363.1659526,66080743830,181957431.2
2017,IN,810.3230039,81458456229,100525908.6
2017,KS,429.5864551,22072102994,51379885.77
2017,KY,861.7208319,62166290874,72142030.89
2017,LA,400.2327047,38894252408,97179095.93
2017,MA,342.9240415,11255420757,32821906.3
2017,MD,352.8270467,12302755825,34869083.71
2017,ME,125.1665733,1277878046,10209419.44
2017,MI,502.4327816,56496291402,112445472.3
2017,MN,462.5604976,27638200350,59750455.33
2017,MO,783.5615627,65475415112,83561290.18
2017,MS,419.737255,25421650745,60565628.71
2017,MT,555.5180147,15704474599,28269964.58
2017,NC,365.3708518,47824744176,130893704.1
2017,ND,705.3489769,28853070508,40906092.52
2017,NE,610.3355442,21923088378,35919730.69
2017,NH,108.9269103,1911954236,17552634.43
2017,NJ,222.6097783,16953405194,76157504.51
2017,NM,705.057634,23633245159,33519593.32
2017,NV,331.8093096,12785850472,38533730.38
2017,NY,189.9862981,24519693092,129060323.5
2017,OH,652.1086912,77638012509,119056859
2017,OK,425.2575408,32547404271,76535748.69
2017,OR,112.7729479,6619173602,58694693.43
2017,PA,362.6913991,72715868047,200489640
2017,RI,434.3153474,2100612902,4836607.58
2017,SC,261.0946752,24434505201,93584846.9
2017,SD,236.5908145,2468839047,10435058.74
2017,TN,412.4091615,32234991019,78162645.32
2017,TX,485.5046522,2.20E+11,452888021.4
2017,UT,738.4095519,27300800371,36972436.64
2017,VA,318.7918506,29828280714,93566634.97
2017,VT,3.473664198,7301141.729,2101855.94
2017,WA,87.18869336,10077809755,115586200.1
2017,WI,660.3033089,43105664361,65281611.92
2017,WV,891.0758601,65420835222,73417806.67
2017,WY,919.1720793,43045067697,46830260.26
